file_name,label
AA713_Q1.wav,1
AA713_Q14.wav,1
AA713_Q16.wav,1
AA713_Q17.wav,1
AA713_Q19.wav,1
AA713_Q21.wav,1
AA713_Q4.wav,1
AA713_Q5.wav,1
AA713_Q6.wav,1
AA713_Q8.wav,1
AI128_Q14.wav,1
AI128_Q18.wav,1
AI128_Q4.wav,1
AI128_Q8.wav,1
AM058_Q1.wav,1
AM058_Q13.wav,1
AM058_Q19.wav,1
AM058_Q21.wav,1
AM058_Q23.wav,1
AM058_Q24.wav,1
AM058_Q4.wav,1
AM058_Q5.wav,1
AM058_Q6.wav,1
AM058_Q7.wav,1
AM058_Q8.wav,1
AM526_Q10.wav,1
AM526_Q1_BROKEN.wav,1
AN867_Q1.wav,1
AN867_Q10.wav,1
AN867_Q11.wav,1
AN867_Q20.wav,1
AN867_Q24.wav,1
AN867_Q4.wav,1
AN867_Q6.wav,1
AN867_Q7.wav,1
BA925_Q10.wav,1
BA925_Q11.wav,1
BA925_Q12.wav,1
BA925_Q19.wav,1
BA925_Q24.wav,1
BA925_Q3.wav,1
BA925_Q4.wav,1
BA925_Q5.wav,1
BA925_Q6.wav,1
BA925_Q8.wav,1
BB508_Q19.wav,1
BL551_Q10.wav,1
BL551_Q19.wav,1
BL551_Q24.wav,1
BL551_Q6.wav,1
BM403_Q1.wav,1
BM403_Q19.wav,1
BM403_Q2.wav,1
BM403_Q24.wav,1
BM403_Q5.wav,1
BM403_Q9.wav,1
CJ032_Q1.wav,1
CJ032_Q10.wav,1
CJ032_Q13.wav,1
CJ032_Q3.wav,1
CL374_Q1.wav,1
CL374_Q19.wav,1
CL374_Q6.wav,1
JS827_Q11.wav,1
JS827_Q13.wav,1
JS827_Q16.wav,1
JS827_Q6.wav,1
JS827_Q7.wav,1
JS827_Q8.wav,1
JS827_Q9.wav,1
KB361_Q11.wav,1
KB361_Q16.wav,1
KB361_Q19.wav,1
KB361_Q21.wav,1
KB361_Q23.wav,1
KB361_Q3.wav,1
KB361_Q6.wav,1
KB361_Q7.wav,1
KB361_Q8.wav,1
KB361_Q9.wav,1
KM552_Q19.wav,1
KN241_Q11.wav,1
KN241_Q13.wav,1
KN241_Q15.wav,1
KN241_Q17.wav,1
KN241_Q21.wav,1
KN241_Q22.wav,1
KN241_Q23.wav,1
KN241_Q5.wav,1
KN241_Q6.wav,1
KN241_Q7.wav,1
KN241_Q8.wav,1
KN241_Q9.wav,1
MP959_Q14.wav,1
MP959_Q22.wav,1
AA713_Q12.wav,0
AA713_Q13.wav,0
AA713_Q18.wav,0
AA713_Q2.wav,0
AA713_Q24.wav,0
AI128_Q22.wav,0
AM058_Q16.wav,0
AM058_Q22.wav,0
AM526_Q14.wav,0
AM526_Q17.wav,0
AM526_Q18.wav,0
AM526_Q22.wav,0
AN867_Q22.wav,0
AN867_Q3.wav,0
AN867_Q9.wav,0
BA925_Q18.wav,0
BA925_Q22.wav,0
BA925_Q7.wav,0
BB508_Q17.wav,0
BB508_Q18.wav,0
BB508_Q22.wav,0
BL551_Q14.wav,0
BL551_Q16.wav,0
BL551_Q17.wav,0
BL551_Q18.wav,0
BL551_Q22.wav,0
BL551_Q3.wav,0
BM403_Q14.wav,0
BM403_Q15.wav,0
CF374_Q16.wav,0
CJ032_Q18.wav,0
CJ032_Q2.wav,0
GL603_Q16.wav,0
GL603_Q17.wav,0
GL603_Q18.wav,0
GL603_Q9.wav,0
JS827_Q14.wav,0
JS827_Q17.wav,0
JS827_Q18.wav,0
JS827_Q21.wav,0
JS827_Q22.wav,0
JS827_Q3.wav,0
JS827_Q4.wav,0
KM552_Q18.wav,0
KM552_Q22.wav,0
MM647_Q14.wav,0
MM647_Q17.wav,0
MM647_Q20_MISUNDERSTANDING.wav,0
MM647_Q21.wav,0
MM647_Q22_MISUNDERSTANDING.wav,0
MM647_Q3_MISUNDERSTANDING.wav,0
MM647_Q9.wav,0
MP959_Q10.wav,0
MP959_Q12.wav,0
MP959_Q17.wav,0
MP959_Q18.wav,0
MP959_Q23.wav,0
MP959_Q24.wav,0
MS090_Q11.wav,0
MS090_Q14.wav,0
MS090_Q16.wav,0
MS090_Q17.wav,0
MS090_Q18.wav,0
MS090_Q21.wav,0
MS090_Q22.wav,0
MS090_Q23.wav,0
NP413_Q18.wav,0
PA478_Q17.wav,0
PA478_Q18.wav,0
SA406_Q13.wav,0
SA406_Q14.wav,0
SA406_Q17.wav,0
SA406_Q18.wav,0
SA406_Q22.wav,0
SE289_Q21.wav,0
SS821_Q10.wav,0
SS821_Q15.wav,0
SS821_Q17.wav,0
SS821_Q18.wav,0
SS821_Q22.wav,0
